dates,stock,open,close,high,low,volume,category
2009-01-21,MCD,57.9800,58.7000,58.9400,57.1600,10261400,Food
2009-01-20,MCD,59.5900,57.0700,59.8000,56.9100,11930300,Food
2009-01-16,MCD,58.7400,59.6700,59.9800,58.5400,12445800,Food
2009-01-15,MCD,57.2000,57.9800,58.5900,56.5500,12166300,Food
2009-01-14,MCD,58.5100,57.3300,58.6200,56.4100,15340200,Food
2009-01-13,MCD,60.3100,59.3200,60.8000,58.8200,9082600,Food
2009-01-12,MCD,60.1000,60.1600,61.2300,59.7500,8682900,Food
2009-01-09,MCD,60.7100,60.0700,60.9500,59.8500,7150700,Food
2009-01-08,MCD,60.8300,60.5200,60.8300,59.7000,9382300,Food
2009-01-07,MCD,61.9300,61.2400,62.5700,60.8400,7910400,Food
2009-01-06,MCD,63.9900,62.1400,64.4600,61.8300,10855700,Food
2009-01-05,MCD,63.2600,63.5600,63.8400,62.8900,7692900,Food
2009-01-02,MCD,62.3800,63.7500,64.1300,62.2000,8652700,Food
2008-12-31,MCD,61.6400,62.1900,62.3900,61.3200,6230500,Food
2008-12-30,MCD,60.8700,61.7400,61.7500,60.4000,5801000,Food
2008-12-29,MCD,60.9900,60.3800,61.3700,59.7900,5785900,Food
2008-12-26,MCD,61.5000,61.0600,61.5700,60.8300,2410100,Food
2008-12-24,MCD,60.9200,61.2800,61.6500,60.8700,818300,Food
2008-12-23,MCD,61.6100,60.6500,62.1400,60.5100,2252000,Food
2008-12-22,MCD,60.3200,61.4000,61.4000,60.0700,9064900,Food
2008-12-19,MCD,61.8800,60.3200,62.1700,60.1600,15966600,Food
2008-12-18,MCD,63.0200,61.2900,63.0200,60.9000,11393600,Food
2008-12-17,MCD,62.6100,62.6300,63.5900,62.1800,10869400,Food
2008-12-16,MCD,61.1400,62.9200,63.0000,60.9100,13487700,Food
2008-12-15,MCD,60.6900,60.6900,61.2300,60.0000,7964700,Food
2008-12-12,MCD,59.6200,60.5900,61.1800,59.5200,9827700,Food
2008-12-11,MCD,61.1000,60.8700,62.4500,60.6200,11650300,Food
2008-12-10,MCD,60.2200,61.6600,61.9300,59.7600,11410900,Food
2008-12-09,MCD,60.6200,59.6800,60.9700,59.0300,13459500,Food
2008-12-08,MCD,63.3500,60.9200,63.9900,60.4000,16959100,Food
2008-12-05,MCD,60.1000,62.7200,62.8600,58.5500,17843400,Food
2008-12-04,MCD,59.2400,60.8400,62.0800,58.7700,16996200,Food
2008-12-03,MCD,56.7600,59.5500,59.8300,56.5000,13454300,Food
2008-12-02,MCD,56.8700,57.0500,57.7500,55.4400,10215700,Food
2008-12-01,MCD,58.0700,56.1700,58.7400,55.9900,11077100,Food
2008-11-28,MCD,57.6300,58.7500,58.9800,57.0600,3916400,Food
2008-11-26,MCD,55.6600,57.9000,58.0500,55.3000,9377800,Food
2008-11-25,MCD,56.5000,56.8100,57.1100,54.8300,14759300,Food
2008-11-24,MCD,55.5400,55.5100,56.5000,55.0000,13472900,Food
2008-11-21,MCD,53.6800,55.1500,55.2100,51.1500,20692500,Food
2008-11-20,MCD,54.7300,52.9100,56.3000,52.5800,15883200,Food
2008-11-19,MCD,56.2500,55.4400,57.9400,55.2600,16144600,Food
2008-11-18,MCD,55.0200,56.5100,57.2300,54.8000,12905200,Food
2008-11-17,MCD,55.9000,55.6100,57.1100,55.5000,11272300,Food
2008-11-14,MCD,55.3300,56.1300,58.3000,54.6300,12851700,Food
2008-11-13,MCD,54.1500,56.2500,56.3000,52.0000,15680700,Food
2008-11-12,MCD,55.4100,54.0200,56.2500,53.7500,10940200,Food
2008-11-11,MCD,56.3900,56.2900,57.0110,55.6200,9076000,Food
2008-11-10,MCD,57.1500,56.4800,58.1000,55.9000,8925000,Food
2008-11-07,MCD,53.9300,55.4700,55.8500,53.9300,8600900,Food
2008-11-06,MCD,55.5000,54.1700,56.8500,53.4400,11095900,Food
2008-11-05,MCD,57.5200,56.0000,58.0600,55.7500,8465100,Food
2008-11-04,MCD,57.7700,57.7800,58.2400,56.3900,10601300,Food
2008-11-03,MCD,57.9300,57.0300,58.9300,56.5900,7761600,Food
2008-10-31,MCD,57.8800,57.9300,58.2900,56.4400,11162900,Food
2008-10-30,MCD,58.9600,57.8700,59.5000,56.8500,11118200,Food
2008-10-29,MCD,56.6200,57.1800,59.9400,56.0100,17848100,Food
2008-10-28,MCD,52.7600,56.6200,56.7300,52.2300,13517600,Food
2008-10-27,MCD,53.4700,51.7600,54.3100,51.6400,12073500,Food
2008-10-24,MCD,52.4100,53.0600,54.5500,51.7000,13436300,Food
2008-10-23,MCD,55.3900,55.5800,56.3100,52.5700,13355600,Food
2008-10-22,MCD,55.1600,54.1800,56.1800,53.6000,17950300,Food
2008-10-21,MCD,56.4000,55.1300,57.9200,54.7600,10833400,Food
2008-10-20,MCD,54.8700,56.8400,56.8600,54.2800,8881100,Food
2008-10-17,MCD,53.5000,53.8000,56.1300,52.6000,11572900,Food
2008-10-16,MCD,52.0200,54.4600,55.2700,50.8000,17272200,Food
2008-10-15,MCD,54.9800,51.5500,56.0800,51.3200,13075100,Food
2008-10-14,MCD,59.3200,56.0200,59.8400,54.6400,17389100,Food
2008-10-13,MCD,55.3200,57.2500,57.6200,54.7500,14492500,Food
2008-10-10,MCD,50.0400,53.3500,57.7800,45.7900,33087500,Food
2008-10-09,MCD,55.0000,52.0800,55.7100,52.0800,17219700,Food
2008-10-08,MCD,53.2600,53.4100,55.8300,53.2500,20739700,Food
2008-10-07,MCD,58.9400,54.9700,58.9400,52.7300,15343700,Food
2008-10-06,MCD,58.9900,57.1500,59.8400,55.4500,16078600,Food
2008-10-03,MCD,62.9000,60.2300,62.9600,60.0200,11059100,Food
2008-10-02,MCD,63.6400,61.8800,63.9000,61.1700,10905400,Food
2008-10-01,MCD,61.1800,63.6600,64.0200,60.8600,12381800,Food
2008-09-30,MCD,61.2900,61.7000,61.7300,59.8800,12966800,Food
2008-09-29,MCD,63.0900,60.1600,63.4800,59.8600,12665100,Food
2008-09-26,MCD,62.0500,63.2000,63.3400,62.0500,8277400,Food
2008-09-25,MCD,61.7900,62.2700,62.7000,61.7900,8920800,Food
2008-09-24,MCD,62.0000,61.4300,62.6500,60.7000,8890200,Food
2008-09-23,MCD,62.6300,61.7800,64.5000,61.3100,11455600,Food
2008-09-22,MCD,63.5800,62.5700,64.7560,62.2200,12146400,Food
2008-09-19,MCD,64.6600,63.9800,65.4700,63.6000,13907400,Food
2008-09-18,MCD,63.3800,63.9600,64.2300,62.0900,13208400,Food
2008-09-17,MCD,63.8700,62.5200,64.8200,62.3900,13401200,Food
2008-09-16,MCD,63.4900,64.2900,65.0800,63.1100,15780900,Food
2008-09-15,MCD,63.7300,63.7200,64.8700,63.0800,11333200,Food
2008-09-12,MCD,64.1200,64.0600,64.8700,63.5700,9374700,Food
2008-09-11,MCD,62.5600,64.5600,64.6400,62.2600,13363300,Food
2008-09-10,MCD,63.3800,63.2000,63.7700,62.5900,8683800,Food
2008-09-09,MCD,63.0000,63.1900,64.6500,62.9900,14469800,Food
2008-09-08,MCD,61.2600,62.4200,62.5000,60.9300,10431000,Food
2008-09-05,MCD,59.7900,60.3000,60.4700,59.5600,8913000,Food
2008-09-04,MCD,61.5100,60.0200,61.5400,59.9600,7760100,Food
2008-09-03,MCD,63.1300,61.7200,63.1500,61.2000,10104800,Food
2008-09-02,MCD,62.3900,62.9100,64.2900,62.3900,9658900,Food
2008-08-29,MCD,62.7600,62.0500,62.9400,61.8100,5955700,Food
2008-08-28,MCD,62.3400,62.8900,62.9500,61.7100,5762500,Food
2008-08-27,MCD,62.5900,62.0800,62.5900,61.3700,4890800,Food
2008-08-26,MCD,62.0700,62.1300,62.2700,61.2100,5547000,Food
2008-08-25,MCD,63.2100,62.0800,63.2100,61.9000,5997600,Food
2008-08-22,MCD,62.6900,63.4200,63.9000,62.6900,5611000,Food
2008-08-21,MCD,61.9300,62.3100,62.8500,61.9000,5135300,Food
2008-08-20,MCD,62.6400,62.4300,62.6700,61.9600,4626500,Food
2008-08-19,MCD,63.0000,62.4600,63.0200,62.2500,5645300,Food
2008-08-18,MCD,63.8900,63.2900,64.2300,63.0375,6953500,Food
2008-08-15,MCD,64.1300,63.6300,64.3500,63.2300,5169800,Food
2008-08-14,MCD,62.6500,63.6000,64.2900,62.0000,9297900,Food
2008-08-13,MCD,64.0100,62.7800,64.0900,61.9400,12390700,Food
2008-08-12,MCD,65.2100,63.9400,65.4300,63.6200,13159200,Food
2008-08-11,MCD,65.0400,65.9500,67.0000,64.7700,14801100,Food
2008-08-08,MCD,62.3900,65.6700,66.2400,61.5500,27536700,Food
2008-08-07,MCD,61.9000,61.8600,63.0600,61.3100,12579200,Food
2008-08-06,MCD,61.9000,62.1400,62.4200,61.4200,9689800,Food
2008-08-05,MCD,60.7900,62.3300,62.4100,60.6750,13334700,Food
2008-08-04,MCD,59.8400,60.5500,60.9600,59.7700,6068600,Food
2008-08-01,MCD,59.8300,59.7700,60.5100,59.4400,7167600,Food
2008-07-31,MCD,60.2000,59.7900,60.9800,59.6900,6960100,Food
2008-07-30,MCD,60.0500,60.4500,60.7800,59.9000,7740100,Food
2008-07-29,MCD,58.3000,59.7000,60.0000,57.9700,10151700,Food
2008-07-28,MCD,58.7000,57.7900,59.0800,57.7000,7273300,Food
2008-07-25,MCD,58.5900,58.6500,59.9900,58.3500,7949000,Food
2008-07-24,MCD,58.7000,58.3700,59.2500,58.0000,8440300,Food
2008-07-23,MCD,61.2000,59.6600,61.2100,58.5200,15047600,Food
2008-07-22,MCD,59.5000,60.1200,60.6000,59.5000,9622000,Food
2008-07-21,MCD,60.3600,59.7500,60.9000,59.1900,8614800,Food
2008-07-18,MCD,60.4100,60.4400,61.0000,59.9100,7258000,Food
2008-07-17,MCD,59.8000,60.3700,60.9800,59.0100,9482400,Food
2008-07-16,MCD,58.5200,60.1600,60.3400,58.2000,10214600,Food
2008-07-15,MCD,57.5200,58.5600,59.4600,57.3300,9576300,Food
2008-07-14,MCD,57.8800,58.0900,58.5000,57.5100,7040200,Food
2008-07-11,MCD,57.8800,57.3200,58.3600,57.1900,9801500,Food
2008-07-10,MCD,59.1400,58.4400,59.3000,58.1400,8735000,Food
2008-07-09,MCD,58.7000,59.2500,59.5000,58.2800,10559700,Food
2008-07-08,MCD,57.7000,58.5200,58.6600,57.3300,9710800,Food
2008-07-07,MCD,57.4200,57.3600,58.0100,56.6400,8011800,Food
2008-07-03,MCD,57.6000,57.1900,57.8800,56.2600,5833800,Food
2008-07-02,MCD,57.4000,57.4300,58.4300,57.1800,9864800,Food
2008-07-01,MCD,55.9500,57.2900,57.3500,55.5454,12089100,Food
2008-06-30,MCD,56.7000,56.2200,57.4300,55.5200,12268500,Food
2008-06-27,MCD,56.6300,56.5000,57.1900,55.1700,14277700,Food
2008-06-26,MCD,57.4800,56.4500,58.1000,56.4100,10465900,Food
2008-06-25,MCD,57.3400,58.0500,58.3900,56.7800,8294300,Food
2008-06-24,MCD,56.8400,57.0200,57.8100,56.0800,9697500,Food
2008-06-23,MCD,57.7500,57.0100,58.0500,56.9400,7033900,Food
2008-06-20,MCD,57.5400,57.4000,58.5000,57.3500,10426900,Food
2008-06-19,MCD,58.0700,58.5900,58.9700,57.8700,6060400,Food
2008-06-18,MCD,58.9500,58.2100,59.4000,58.0500,6248700,Food
2008-06-17,MCD,60.2700,59.2100,60.3300,59.0700,5305400,Food
2008-06-16,MCD,59.4400,59.9400,60.3000,59.3900,4520700,Food
2008-06-13,MCD,59.6100,59.9500,60.3300,59.4000,5033700,Food
2008-06-12,MCD,58.9800,59.3400,59.8500,58.9200,6261300,Food
2008-06-11,MCD,59.7700,58.7500,59.7700,58.6400,6613400,Food
2008-06-10,MCD,59.0100,59.7700,60.4100,59.0100,9083100,Food
2008-06-09,MCD,58.3700,59.3100,59.5600,58.0000,11668400,Food
2008-06-06,MCD,57.6800,56.9500,57.8200,56.8400,7365800,Food
2008-06-05,MCD,57.9600,58.0500,58.5000,57.7700,7715900,Food
2008-06-04,MCD,57.6400,57.9800,58.6200,57.4300,7601500,Food
2008-06-03,MCD,58.7000,57.5600,58.9100,57.2100,9189000,Food
2008-06-02,MCD,59.1200,58.5500,59.1900,58.0700,4930300,Food
2008-05-30,MCD,59.5400,59.3200,59.6400,58.8000,5132200,Food
2008-05-29,MCD,58.7000,59.4800,59.8400,58.6159,4506500,Food
2008-05-28,MCD,58.3700,58.6900,59.0500,58.3500,5481600,Food
2008-05-27,MCD,57.8700,58.1100,58.4600,57.5500,5896100,Food
2008-05-23,MCD,58.3700,57.7300,58.3700,57.3100,5778800,Food
2008-05-22,MCD,58.7500,58.5300,59.2600,58.4200,5111000,Food
2008-05-21,MCD,59.7700,58.7800,59.9600,58.4100,7842600,Food
2008-05-20,MCD,60.2800,59.6800,60.4500,59.1400,8618600,Food
2008-05-19,MCD,60.7600,60.4500,60.8700,60.4000,4924600,Food
2008-05-16,MCD,60.8700,60.5300,60.9500,60.2700,5691000,Food
2008-05-15,MCD,60.4000,60.8600,60.8800,59.6600,6108400,Food
2008-05-14,MCD,61.3500,60.4400,61.5000,60.2700,8562500,Food
2008-05-13,MCD,60.9000,61.1700,61.7600,60.7600,6601200,Food
2008-05-12,MCD,59.3000,60.8700,61.0400,59.3000,6268300,Food
2008-05-09,MCD,59.0600,59.2400,59.5800,59.0600,5219400,Food
2008-05-08,MCD,59.7300,59.7700,59.8000,58.7900,7987700,Food
2008-05-07,MCD,60.4000,59.3800,60.6900,59.2500,6222700,Food
2008-05-06,MCD,60.6800,60.4900,60.7000,60.0900,5146500,Food
2008-05-05,MCD,60.9600,60.8700,60.9900,60.3000,5311900,Food
2008-05-02,MCD,60.9000,60.9500,61.2400,60.8000,7353400,Food
2008-05-01,MCD,59.5400,60.9200,60.9300,59.3500,6954300,Food
2008-04-30,MCD,60.0100,59.5800,60.6000,59.5400,8486600,Food
2008-04-29,MCD,59.6300,60.2000,60.5000,59.1500,7821800,Food
2008-04-28,MCD,59.7500,59.5900,59.9900,59.2000,7705100,Food
2008-04-25,MCD,59.7500,59.6700,59.9800,59.2600,7969600,Food
2008-04-24,MCD,58.6500,59.5800,59.8800,58.2900,7197200,Food
2008-04-23,MCD,58.4100,58.6900,59.4400,58.1000,8813400,Food
2008-04-22,MCD,57.9400,58.3500,58.7700,57.4200,10915900,Food
2008-04-21,MCD,58.5900,58.6700,58.6800,58.0500,6179000,Food
2008-04-18,MCD,57.5600,58.3000,58.4700,57.5500,6762700,Food
2008-04-17,MCD,57.0000,57.3300,57.4200,56.8600,5394100,Food
2008-04-16,MCD,56.2200,57.1800,57.2000,55.7000,7441300,Food
2008-04-15,MCD,55.7900,55.9600,56.1400,55.6650,6655700,Food
2008-04-14,MCD,55.4900,55.5400,55.8100,55.2300,3883200,Food
2008-04-11,MCD,55.4100,55.4000,55.8500,55.1400,5331500,Food
2008-04-10,MCD,56.2100,55.8500,56.2100,55.5900,6762800,Food
2008-04-09,MCD,55.7500,55.7400,56.1000,55.3900,7686800,Food
2008-04-08,MCD,55.5500,55.8700,56.0300,55.4000,4893900,Food
2008-04-07,MCD,56.1000,55.6500,56.2400,55.4500,6744800,Food
2008-04-04,MCD,56.2200,55.7200,56.3300,55.4000,7419700,Food
2008-04-03,MCD,56.4400,56.2400,56.8500,55.7700,6786400,Food
2008-04-02,MCD,57.0500,56.6600,57.2400,56.3700,8375000,Food
2008-04-01,MCD,56.2500,56.9100,57.0500,56.0000,13339900,Food
2009-04-01,F,2.5600,2.7400,2.8000,2.4000,68271500,Cars
2009-03-31,F,2.8400,2.6300,2.8700,2.6300,45913600,Cars
2009-03-30,F,2.7300,2.7600,2.8800,2.3800,63985300,Cars
2009-03-27,F,2.9600,2.8400,2.9800,2.8200,32074900,Cars
2009-03-26,F,2.9000,2.9400,2.9400,2.8100,38757300,Cars
2009-03-25,F,2.9000,2.7700,2.9900,2.7600,51384500,Cars
2009-03-24,F,2.8300,2.8000,2.9500,2.7600,40512400,Cars
2009-03-23,F,2.8800,2.9000,2.9000,2.8000,45286800,Cars
2009-03-20,F,2.7000,2.7500,2.7500,2.5200,57202300,Cars
2009-03-19,F,2.7700,2.5100,2.7800,2.2800,61243500,Cars
2009-03-18,F,2.2800,2.4700,2.6500,2.2800,92775500,Cars
2009-03-17,F,2.1700,2.2800,2.3000,2.1100,43181500,Cars
2009-03-16,F,2.2800,2.1000,2.3000,2.0900,44196000,Cars
2009-03-13,F,2.1900,2.1900,2.2500,2.1200,53675700,Cars
2009-03-12,F,2.0000,2.1000,2.1000,1.9800,46652500,Cars
2009-03-11,F,1.9350,1.9600,2.0000,1.8700,43503700,Cars
2009-03-10,F,1.8500,1.8500,1.8900,1.8100,31181300,Cars
2009-03-09,F,1.7700,1.7400,1.8500,1.7000,32278900,Cars
2009-03-06,F,1.8300,1.7000,1.9100,1.6500,35136700,Cars
2009-03-05,F,1.7500,1.8100,2.0000,1.7300,47498200,Cars
2009-03-04,F,1.9000,1.8700,1.9000,1.8300,22404200,Cars
2009-03-03,F,1.9100,1.8100,1.9100,1.8000,15442700,Cars
2009-03-02,F,1.9100,1.8800,1.9400,1.8300,19605600,Cars
2009-02-27,F,1.9300,2.0000,2.0000,1.8000,31512500,Cars
2009-02-26,F,2.0800,1.9800,2.0900,1.8100,32307100,Cars
2009-02-25,F,2.1000,2.0100,2.1600,2.0000,54368900,Cars
2009-02-24,F,1.8000,2.0000,2.0000,1.8000,35167600,Cars
2009-02-23,F,1.6500,1.7300,1.9100,1.6100,44460600,Cars
2009-02-20,F,1.6000,1.5800,1.6100,1.5000,37900600,Cars
2009-02-19,F,1.6900,1.6300,1.7000,1.6100,19034200,Cars
2009-02-18,F,1.7800,1.6700,1.7900,1.6300,25051400,Cars
2009-02-17,F,1.7000,1.6900,1.7500,1.6100,32860300,Cars
2009-02-13,F,1.8200,1.7600,1.8300,1.7200,23009400,Cars
2009-02-12,F,1.8300,1.7900,1.8500,1.7500,23422600,Cars
2009-02-11,F,1.8700,1.8500,1.8800,1.8000,30214000,Cars
2009-02-10,F,1.9100,1.8200,1.9200,1.8200,28273800,Cars
2009-02-09,F,1.9600,1.9000,1.9600,1.8400,27266900,Cars
2009-02-06,F,1.9400,1.9400,1.9900,1.9000,21389600,Cars
2009-02-05,F,1.9400,1.9300,1.9700,1.8600,17335100,Cars
2009-02-04,F,1.9800,1.9500,2.0200,1.9200,24203700,Cars
2009-02-03,F,1.9200,1.9600,1.9700,1.8100,34099500,Cars
2009-02-02,F,1.8600,1.8800,1.9300,1.8100,32294600,Cars
2009-01-30,F,1.9900,1.8700,1.9900,1.8500,35463000,Cars
2009-01-29,F,2.0300,1.9500,2.0300,1.9500,30930500,Cars
2009-01-28,F,2.0300,2.0300,2.0600,1.9800,34869200,Cars
2009-01-27,F,2.0200,1.9700,2.0400,1.9400,31112400,Cars
2009-01-26,F,1.9900,1.9400,2.0600,1.8700,50898200,Cars
2009-01-23,F,1.9000,1.8000,1.9300,1.8000,71025700,Cars
2009-01-22,F,2.0400,1.9400,2.0700,1.9000,52683400,Cars
2009-01-21,F,2.1800,2.0900,2.1900,2.0000,75295100,Cars
2009-01-20,F,2.2200,2.1300,2.2500,2.0500,51647400,Cars
2009-01-16,F,2.3400,2.1900,2.3600,2.0600,60086400,Cars
2009-01-15,F,2.2700,2.2300,2.3500,2.0500,69594900,Cars
2009-01-14,F,2.4100,2.2600,2.4300,2.1900,56635600,Cars
2009-01-13,F,2.6000,2.4800,2.6400,2.4200,40477200,Cars
2009-01-12,F,2.6900,2.6400,2.6900,2.5200,47682700,Cars
2009-01-09,F,2.6300,2.6300,2.7300,2.5900,39831800,Cars
2009-01-08,F,2.6200,2.6900,2.7000,2.5000,51174500,Cars
2009-01-07,F,2.7200,2.6900,2.8200,2.6200,43931200,Cars
2009-01-06,F,2.6400,2.7600,2.8500,2.6300,58945900,Cars
2009-01-05,F,2.4200,2.5800,2.6400,2.3100,73031000,Cars
2009-01-02,F,2.3000,2.4600,2.4900,2.2800,42052300,Cars
2008-12-31,F,2.2900,2.2900,2.3000,2.2000,39759600,Cars
2008-12-30,F,2.3400,2.2900,2.3400,2.2000,39225700,Cars
2008-12-29,F,2.4100,2.2200,2.4500,2.1200,46999500,Cars
2008-12-26,F,2.2300,2.2900,2.3500,2.2100,40768200,Cars
2008-12-24,F,2.2100,2.1100,2.2500,2.0700,37139100,Cars
2008-12-23,F,2.4800,2.1900,2.5100,2.1300,103725200,Cars
2008-12-22,F,2.9000,2.5900,2.9000,2.5500,67578200,Cars
2008-12-19,F,3.0080,2.9500,3.2500,2.7500,143907300,Cars
2008-12-18,F,3.1400,2.8400,3.1400,2.6900,108792100,Cars
2008-12-17,F,3.1300,3.1400,3.1700,3.0800,52036400,Cars
2008-12-16,F,3.2500,3.1300,3.2500,3.1000,59928300,Cars
2008-12-15,F,3.1800,3.1800,3.2500,3.0700,69622800,Cars
2008-12-12,F,2.1900,3.0400,3.2100,2.1200,210854400,Cars
2008-12-11,F,3.1200,2.9000,3.1400,2.8200,92690800,Cars
2008-12-10,F,3.3800,3.2500,3.4200,3.0100,141141500,Cars
2008-12-09,F,3.2800,3.2300,3.3200,3.0200,137306000,Cars
2008-12-08,F,3.2000,3.3800,3.5400,2.8100,268029900,Cars
2008-12-05,F,2.7000,2.7200,2.8800,2.6200,98880500,Cars
2008-12-04,F,2.8200,2.6600,2.9600,2.5100,140900800,Cars
2008-12-03,F,2.7800,2.8500,2.9700,2.6800,152252100,Cars
2008-12-02,F,2.7000,2.7000,2.9000,2.5800,198296700,Cars
2008-12-01,F,3.0000,2.5500,3.0100,2.0200,291750200,Cars
2008-11-28,F,2.4700,2.6900,2.7400,2.3200,118416200,Cars
2008-11-26,F,1.7200,2.1500,2.2300,1.6900,172837700,Cars
2008-11-25,F,1.6900,1.6600,1.7200,1.5800,79911700,Cars
2008-11-24,F,1.7800,1.5600,1.8500,1.4000,131077000,Cars
2008-11-21,F,1.4700,1.4300,1.5500,1.2500,132027100,Cars
2008-11-20,F,1.3100,1.3900,1.8700,1.0100,198781000,Cars
2008-11-19,F,1.6500,1.2600,1.7100,1.2100,127672300,Cars
2008-11-18,F,1.7600,1.6800,1.7700,1.5600,51644300,Cars
2008-11-17,F,1.8600,1.7200,1.8800,1.7200,39304700,Cars
2008-11-14,F,1.8600,1.8000,1.8900,1.7900,35717500,Cars
2008-11-13,F,1.9000,1.9000,1.9300,1.7400,47082700,Cars
2008-11-12,F,1.9900,1.8400,2.0000,1.8300,50057500,Cars
2008-11-11,F,1.9900,1.8000,2.0000,1.7200,72447400,Cars
2008-11-10,F,2.0800,1.9300,2.1200,1.9000,57943100,Cars
2008-11-07,F,2.0300,2.0200,2.1000,1.8400,93875900,Cars
2008-11-06,F,2.1100,1.9800,2.1200,1.8700,90846500,Cars
2008-11-05,F,2.2300,2.0900,2.2300,2.0600,51555200,Cars
2008-11-04,F,2.2200,2.1600,2.2300,2.1300,63228200,Cars
2008-11-03,F,2.2500,2.1300,2.2500,2.1100,46924900,Cars
2008-10-31,F,2.2100,2.1900,2.3000,2.1699,64651600,Cars
2008-10-30,F,2.2700,2.2800,2.2800,2.1100,65288100,Cars
2008-10-29,F,2.1900,2.1600,2.2800,2.1000,77508000,Cars
2008-10-28,F,2.2000,2.1500,2.2400,2.0800,58590200,Cars
2008-10-27,F,2.0500,2.0300,2.0900,1.9400,35707500,Cars
2008-10-24,F,1.8400,2.0100,2.0800,1.8000,65620400,Cars
2008-10-23,F,2.1600,2.0000,2.1600,1.9200,71762400,Cars
2008-10-22,F,2.1900,2.1000,2.2100,2.0700,43730200,Cars
2008-10-21,F,2.2200,2.1700,2.3100,2.1300,51397400,Cars
2008-10-20,F,2.5500,2.3300,2.6100,2.3200,45017700,Cars
2008-10-17,F,2.2500,2.4300,2.5400,2.1600,65637000,Cars
2008-10-16,F,2.4800,2.2700,2.4800,2.0500,69338900,Cars
2008-10-15,F,2.5200,2.3000,2.5500,2.2900,54074200,Cars
2008-10-14,F,2.9700,2.4500,2.9700,2.4000,82762600,Cars
2008-10-13,F,2.9800,2.3900,2.9800,2.3100,121924900,Cars
2008-10-10,F,2.0700,1.9900,2.5500,1.8800,196889000,Cars
2008-10-09,F,2.8800,2.0800,3.0000,2.0300,130226600,Cars
2008-10-08,F,2.9200,2.6600,3.1600,2.1000,16924100,Cars
2008-10-07,F,3.7900,2.9200,3.9000,2.9200,71723500,Cars
2008-10-06,F,3.9900,3.6900,4.0200,3.3200,64827900,Cars
2008-10-03,F,4.4700,4.0500,4.4700,4.0500,43056400,Cars
2008-10-02,F,4.5100,4.3500,4.6100,4.3500,28661600,Cars
2008-10-01,F,4.7500,4.5500,4.9500,4.4900,38054900,Cars
2008-09-30,F,4.5500,5.2000,5.2000,4.4000,42971100,Cars
2008-09-29,F,4.8000,4.1700,4.9000,4.1700,35350600,Cars
2008-09-26,F,4.8500,4.8100,5.0000,4.7199,37182700,Cars
2008-09-25,F,5.0500,4.9800,5.2000,4.9200,27479200,Cars
2008-09-24,F,4.9600,5.0300,5.0300,4.8100,28053700,Cars
2008-09-23,F,5.0500,4.8600,5.0500,4.8100,21385400,Cars
2008-09-22,F,5.3400,4.9500,5.3400,4.8600,51346000,Cars
2008-09-19,F,5.6600,5.2900,5.7000,5.1500,91329800,Cars
2008-09-18,F,4.9900,5.2800,5.3500,4.7600,110424200,Cars
2008-09-17,F,5.0000,4.9400,5.0400,4.6000,123013000,Cars
2008-09-16,F,4.6000,5.0700,5.1800,4.5500,99320600,Cars
2008-09-15,F,4.6100,4.7400,5.0700,4.5000,103371800,Cars
2008-09-12,F,4.7200,4.9100,4.9900,4.6000,130052100,Cars
2008-09-11,F,4.3800,4.6800,4.7500,4.3600,85570900,Cars
2008-09-10,F,4.4300,4.4700,4.5000,4.3800,39337000,Cars
2008-09-09,F,4.5800,4.4000,4.6700,4.3900,51680400,Cars
2008-09-08,F,4.5850,4.5500,4.6900,4.3200,72290500,Cars
2008-09-05,F,4.3700,4.4100,4.4200,4.2600,60086400,Cars
2008-09-04,F,4.5400,4.3900,4.6500,4.3900,87631600,Cars
2008-09-03,F,4.5500,4.5700,4.6900,4.4900,83810300,Cars
2008-09-02,F,4.6700,4.5100,4.8100,4.4500,53438100,Cars
2008-08-29,F,4.3800,4.4600,4.5900,4.3500,37370300,Cars
2008-08-28,F,4.3000,4.4300,4.4400,4.2500,52637400,Cars
2008-08-27,F,4.3500,4.2600,4.4200,4.2400,71814100,Cars
2008-08-26,F,4.4000,4.3500,4.4300,4.2700,49283500,Cars
2008-08-25,F,4.4600,4.4100,4.5200,4.2500,70224000,Cars
2008-08-22,F,4.5300,4.4700,4.6000,4.3499,55766800,Cars
2008-08-21,F,4.5400,4.4200,4.5800,4.4000,60551000,Cars
2008-08-20,F,4.8000,4.6100,4.8300,4.5200,49237900,Cars
2008-08-19,F,4.9000,4.7200,4.9000,4.7000,39339700,Cars
2008-08-18,F,5.1300,4.8900,5.1300,4.8800,36290900,Cars
2008-08-15,F,5.2000,5.1100,5.2200,5.0400,32661000,Cars
2008-08-14,F,4.9400,5.1000,5.2000,4.9300,38273200,Cars
2008-08-13,F,5.2700,4.8800,5.2700,4.8200,67554900,Cars
2008-08-12,F,5.2400,5.1900,5.4500,5.1600,37392600,Cars
2008-08-11,F,5.2400,5.1600,5.5000,5.1200,40979000,Cars
2008-08-08,F,4.9200,5.2600,5.3600,4.8500,44398300,Cars
2008-08-07,F,4.9100,4.8600,5.0500,4.8300,36662100,Cars
2008-08-06,F,5.1000,4.9400,5.1000,4.9000,59317200,Cars
2008-08-05,F,4.9400,5.0900,5.0900,4.8700,61750500,Cars
2008-08-04,F,4.6700,4.8100,4.9000,4.6600,30831400,Cars
